state,state_name,county,mentally_unhealthy_days,physically_unhealthy_days,pct_frequent_mental_distress,pct_excessive_drinking,injury_death_rate,age_adjusted_mortality,pct_frequent_physical_distress,pct_smokers,pct_insufficient_sleep,preventable_hospitalization_rate,pct_some_college,pct_fair_or_poor_health,pct_unemployed,length_of_life_pctile_within_state,median_household_income,pct_physically_inactive,length_of_life_quartile_within_state,pct_children_in_poverty,income_20th_percentile,pct_children_eligible_free_lunch,pct_diabetic,drug_overdose_mortality_rate
NC,North Carolina,Lenoir,4.1,4.4,13.0,12.4,74.22502328,479.6,13.8,20.6,35.3,57.51,52.42905958,22.2,7.006829762000001,83.0,35991.0,32.6,4.0,35.5,14355.0,63.460743799999996,14.6,7.3601847970000005
NC,North Carolina,Lincoln,3.6,3.7,10.7,16.0,66.78126976,370.6,10.9,18.7,30.8,51.31,58.9379997,15.8,5.935157092000001,30.0,49676.0,27.9,2.0,21.2,21133.0,36.69010923,9.7,18.83775253
NC,North Carolina,McDowell,3.9,4.2,12.0,14.4,75.13649055,415.7,12.6,19.9,32.1,49.68,51.9552047,18.9,6.326471159,56.0,37881.0,30.5,3.0,27.1,15543.0,56.66515358,10.9,11.85852776
NC,North Carolina,Macon,3.8,3.9,11.9,13.1,89.65330125,381.8,11.9,17.5,29.1,42.6,53.65572827,17.2,6.498754125,67.0,37884.0,27.6,3.0,33.2,15512.0,55.11828935,12.2,10.82666509
NC,North Carolina,Madison,3.8,3.7,11.5,15.6,70.16262351,308.0,11.3,18.9,29.7,48.0,51.15167319,15.9,5.8402733289999995,9.0,38445.0,27.8,1.0,29.4,15678.0,51.74825175,10.1,16.073753178079997
NC,North Carolina,Martin,4.0,4.3,12.8,12.4,80.32926718,453.6,13.3,21.9,35.0,74.65,58.70526739,21.8,7.658621041,61.0,35930.0,31.5,3.0,32.4,15051.0,58.849673200000005,15.1,16.073753178079997
NC,North Carolina,Mecklenburg,3.4,3.4,10.8,17.0,41.07580578,288.8,10.5,15.8,33.1,37.96,72.40686152,16.3,5.870902624,5.0,59049.0,20.6,1.0,21.1,24366.0,48.61718592,9.4,8.914913709
NC,North Carolina,Mitchell,3.8,3.9,11.5,14.4,85.28123425,385.4,11.5,18.1,29.5,82.31,55.68627451,16.5,7.5061652279999995,19.0,36795.0,29.8,1.0,28.5,14833.0,45.98237429,11.1,21.73582281
NC,North Carolina,Montgomery,4.1,4.3,13.0,13.0,85.97396217,406.0,13.6,20.9,32.0,56.02,50.6534475,22.0,6.376633629,81.0,38530.0,28.0,4.0,31.1,13683.0,66.58043274,12.8,16.073753178079997
NC,North Carolina,Moore,3.7,3.7,11.1,13.9,70.73592221,335.2,10.9,16.9,30.0,43.43,68.86281588,16.6,5.923501307,25.0,51650.0,24.4,1.0,23.9,20370.0,40.24371897,11.0,12.72884648
NC,North Carolina,Nash,3.8,4.0,12.0,13.2,65.65617492,417.3,12.2,18.9,35.0,63.76,56.15046195,19.7,7.865219874,70.0,43348.0,30.7,3.0,26.2,18182.0,56.64053219,12.9,13.676628400000002
NC,North Carolina,New Hanover,3.8,3.6,11.3,17.7,62.81900275,322.4,11.0,16.0,30.5,42.15,75.22707919,15.4,5.792323777999999,13.0,49905.0,21.0,1.0,23.2,20379.0,40.34555577,9.4,19.56797052
NC,North Carolina,Northampton,4.2,4.6,13.8,10.4,83.05571193,451.7,14.7,21.4,35.8,63.66,43.31677313,24.1,7.893742917999999,88.0,32063.0,33.6,4.0,38.1,12459.0,74.25677883,16.85,16.073753178079997
NC,North Carolina,Onslow,3.8,3.9,11.2,19.2,54.05778176,373.4,11.6,20.4,34.3,58.52,68.24261093,17.6,5.9131771760000005,23.0,47201.0,22.5,1.0,19.5,22712.0,52.432618554329906,6.8,11.68913378
NC,North Carolina,Orange,3.5,3.4,10.6,17.2,41.60430921,234.4,10.3,16.5,29.7,25.8,80.12626633,15.1,4.44559812,1.0,60304.0,15.1,1.0,13.1,22711.0,27.41660823,8.2,7.881293392000001
NC,North Carolina,Pamlico,3.7,3.7,11.0,13.6,96.17733268,308.4,11.0,17.3,31.1,29.47,57.75359503,16.4,6.536566881000001,32.0,43097.0,27.0,2.0,32.1,20318.0,51.50311968,12.9,16.073753178079997
NC,North Carolina,Pasquotank,3.8,4.0,11.7,14.6,55.81073739,395.2,11.9,18.9,34.6,44.47,62.95492652,19.3,7.9757815679999995,34.0,44596.0,27.7,2.0,27.6,16937.0,55.34938148,11.3,8.308477138999999
NC,North Carolina,Pender,3.7,3.8,11.3,15.3,70.84462537,373.7,11.5,18.8,32.4,51.75,59.53502507,16.8,6.890756303,36.0,45453.0,26.3,2.0,20.9,19368.0,49.7478799,11.1,10.8578288
NC,North Carolina,Perquimans,3.9,4.0,12.3,12.5,75.69348591,362.7,12.2,18.5,31.8,45.08,51.97781885,18.4,7.576054956,55.0,41328.0,26.4,3.0,29.2,18264.0,53.42019544,13.6,16.073753178079997
NC,North Carolina,Person,3.8,4.0,11.9,14.1,69.04254239,385.7,12.1,19.2,33.5,64.52,57.81640413,18.9,7.409043229,58.0,45841.0,27.3,3.0,26.2,18027.0,46.46987744,12.3,11.04728237
NC,North Carolina,Pitt,4.0,4.2,12.7,14.6,58.94232576,374.5,13.0,20.8,34.7,49.52,70.98792927,19.1,6.282601403999999,40.0,41765.0,25.5,2.0,27.0,15778.0,54.16030534,10.0,12.44802948
NC,North Carolina,Polk,3.5,3.3,10.3,14.3,79.42811755,324.2,9.9,15.2,28.4,46.17,61.83995645,13.9,5.198227333,15.0,45464.0,26.4,1.0,25.2,21610.0,51.15036976,11.3,16.073753178079997
NC,North Carolina,Randolph,4.0,3.9,11.9,14.7,75.7396583,393.4,12.0,20.2,31.4,52.68,50.77609678,20.4,6.276175841000001,51.0,41770.0,30.8,3.0,26.1,18781.0,51.53829742,10.7,16.36198317
NC,North Carolina,Richmond,4.1,4.4,12.9,13.4,81.60845979,524.6,13.8,21.2,34.8,91.16,48.36888331,22.7,8.733856225,92.0,34665.0,32.1,4.0,37.2,13122.0,68.16658071,12.7,24.50185566
NC,North Carolina,Robeson,4.9,5.6,16.3,12.5,94.94714757,526.2,18.0,28.2,39.6,99.31,45.4561455,29.4,9.235291797,95.0,30414.0,34.0,4.0,46.6,12119.0,76.48513831,16.3,16.53924862
NC,North Carolina,Rockingham,3.9,4.1,11.9,14.4,78.9048777,449.8,12.4,20.3,33.5,79.51,50.20082175,18.5,7.279712118,84.0,39606.0,31.2,4.0,28.7,16694.0,51.67951142,12.0,14.47733212
NC,North Carolina,Rowan,3.9,4.0,11.9,14.3,81.84962806,453.4,12.2,19.6,32.3,57.57,53.15778646,18.7,6.672413242999999,82.0,44973.0,30.5,4.0,28.7,17412.0,54.65623096,11.0,21.679799
NC,North Carolina,Rutherford,4.1,4.1,12.5,13.6,77.40488985,452.4,12.7,21.7,30.7,62.96,54.75809036,19.0,8.421303278,79.0,35629.0,29.1,4.0,31.9,15654.0,50.7529976,12.0,17.92123617
NC,North Carolina,Sampson,4.2,4.4,13.2,12.9,91.08297659,425.5,13.8,20.0,34.7,64.33,43.06962025,22.8,6.191560981,77.0,33876.0,32.0,4.0,36.8,15517.0,63.71339878,13.5,14.57202484
NC,North Carolina,Scotland,4.5,4.9,14.7,12.3,71.4879468,524.4,15.8,24.9,37.2,81.38,46.45298138,25.9,11.72471674,94.0,32782.0,26.5,4.0,41.6,11901.0,72.39724932,14.9,17.64241608
NC,North Carolina,Stanly,3.7,3.7,11.1,15.2,80.21972943,383.2,10.9,17.9,30.2,58.07,57.57554898,16.4,5.895859828,37.0,41921.0,32.4,2.0,22.0,17785.0,44.68944438,10.3,17.0506735
NC,North Carolina,Stokes,3.7,3.7,11.2,14.8,78.5776177,381.5,10.9,18.5,30.4,69.49,55.67299598,15.2,5.782999816,50.0,45065.0,31.3,2.0,20.9,16365.0,41.74332019,10.4,15.022533800000001
NC,North Carolina,Surry,3.9,4.1,12.3,14.0,75.64564099,398.1,12.5,19.0,30.6,61.47,50.74721597,19.0,6.069974594,49.0,37915.0,31.7,2.0,25.6,15912.0,50.15435962,11.4,19.12751219
NC,North Carolina,Swain,4.3,4.5,13.7,14.2,106.9046126,569.3,13.9,23.1,32.7,83.55,57.88856305,20.7,8.863743517,100.0,34788.0,28.9,4.0,28.8,14049.0,52.432618554329906,12.4,16.073753178079997
NC,North Carolina,Transylvania,3.7,3.6,11.0,14.3,90.56979953,302.5,10.6,16.1,27.8,34.6,62.33327706,14.5,5.801042375,17.0,44490.0,22.7,1.0,28.8,20764.0,49.28797468,11.2,25.30441208
NC,North Carolina,Tyrrell,3.9,4.2,12.4,13.5,92.69558769,393.0,13.2,21.4,34.9,60.25,26.41828959,21.5,9.548724657000001,85.0,32773.0,27.3,4.0,37.1,14429.0,61.16666667,13.8,16.073753178079997
NC,North Carolina,Union,3.5,3.3,10.0,16.4,42.08213029,284.1,9.7,16.8,31.4,48.55,66.7772311,14.8,5.115190111,4.0,64381.0,18.7,1.0,14.5,30153.0,28.35335216,8.6,8.283269047000001
NC,North Carolina,Vance,4.2,4.5,13.4,12.1,83.66830167,513.9,14.0,21.8,36.7,65.07,46.62473007,23.8,9.169134492000001,98.0,33609.0,32.6,4.0,38.6,14210.0,71.38721047,14.5,16.35031289
NC,North Carolina,Wake,3.3,3.2,10.0,17.7,35.85560105,239.5,9.5,15.1,30.3,38.53,78.12431813,13.8,4.762705932,2.0,66950.0,18.3,1.0,14.3,30198.0,29.64049983,8.0,7.179165651
NC,North Carolina,Warren,4.1,4.5,13.3,11.8,58.6860106,369.5,14.2,21.5,36.3,65.51,46.33186762,23.8,8.705882353,39.0,33869.0,29.9,2.0,34.5,13882.0,73.53389185,16.5,16.073753178079997
NC,North Carolina,Washington,4.3,4.6,13.7,11.1,38.51427339,351.9,14.6,21.3,35.0,78.53,45.17184943,24.4,9.435467784,8.0,32867.0,29.1,1.0,43.3,13316.0,73.79162191,16.2,16.073753178079997
NC,North Carolina,Watauga,4.2,4.2,13.0,17.7,62.16948178,263.2,13.2,21.2,30.7,41.34,73.88359996,18.5,5.133079848,3.0,41942.0,21.9,1.0,19.2,10604.0,30.37600338,8.3,12.75485801
NC,North Carolina,Wayne,3.9,4.1,12.3,14.3,67.33012528,428.4,12.6,20.2,33.9,49.64,59.37627973,20.2,6.275775841000001,69.0,36890.0,26.5,3.0,35.8,16942.0,56.80395052,12.0,9.376213885
NC,North Carolina,Wilkes,3.9,4.1,12.6,13.4,88.75115275,406.2,12.6,19.9,31.2,70.54,49.01812689,19.2,6.5245610439999995,74.0,33398.0,29.3,3.0,29.5,13954.0,55.35920092,11.8,33.78916526
NC,North Carolina,Wilson,4.1,4.3,12.9,12.8,66.35797918,423.0,13.2,21.8,33.9,58.17,51.95473775,21.9,9.276145145,57.0,39268.0,31.3,3.0,39.2,16303.0,60.33682222,13.3,8.165431645
NC,North Carolina,Yadkin,3.9,4.0,11.8,14.5,85.29565672,394.9,11.9,19.6,32.2,65.47,49.87547374,17.8,5.436451521,46.0,40801.0,25.8,2.0,27.0,17361.0,47.21840659,10.6,27.21351195
NC,North Carolina,Yancey,3.8,3.8,11.7,14.1,97.01509374,383.3,11.6,18.5,28.5,55.71,54.93101686,16.5,6.588835212,64.0,35974.0,24.7,3.0,30.3,16392.0,47.30381412,11.1,34.084453700000005
ND,North Dakota,Adams,2.5,2.6,7.4,19.5,94.45303108,324.2,7.6,15.3,29.0,73.36,72.35955056,11.8,2.8880866430000003,60.0,45710.0,32.3,3.0,14.1,26152.0,20.62937063,10.2,6.2710039295
ND,North Dakota,Barnes,2.5,2.6,7.3,21.2,86.71303405,356.4,7.6,16.0,29.2,40.98,70.29449424,11.9,3.240823635,37.0,52376.0,25.0,2.0,13.8,24295.0,22.75409836,8.8,6.2710039295
ND,North Dakota,Benson,4.0,4.6,13.0,19.2,133.07477910374996,655.475,14.8,28.2,35.8,69.12,51.63120567,24.9,6.785137317999999,98.0,39342.0,32.3,4.0,41.3,14829.0,23.182079358,14.1,6.2710039295
ND,North Dakota,Billings,2.4,2.4,7.1,22.5,85.24509784011904,346.5704081632653,7.3,15.7,29.7,62.461500000000015,69.1011236,10.9,3.012048193,48.326530612244895,73077.0,31.7,2.4285714285714284,9.0,24250.0,9.722222222000001,8.4,6.2710039295
ND,North Dakota,Bottineau,2.6,2.6,7.6,21.2,70.60195844,280.6,7.9,17.4,28.1,54.91,69.06419179999999,11.3,3.6566470410000003,11.0,56965.0,27.5,1.0,11.7,20750.0,23.50791717,9.5,6.2710039295
ND,North Dakota,Bowman,2.4,2.4,7.0,22.5,88.39499937,357.0,7.2,15.3,25.2,99.1,65.12667660000001,10.3,1.848917063,49.0,60946.0,30.3,2.0,10.4,26176.0,11.53846154,8.6,6.2710039295
ND,North Dakota,Burke,2.7,2.8,8.2,21.7,133.07477910374996,378.0,8.6,18.7,29.9,68.66,61.89555126,13.1,2.819107283,60.0,62875.0,31.2,3.0,9.6,19782.0,16.19937695,9.6,6.2710039295
ND,North Dakota,Burleigh,2.5,2.3,7.1,23.4,49.42622599,262.4,7.0,15.3,27.6,36.23,77.19681735,10.5,2.508347245,15.0,66734.0,21.0,1.0,9.0,28486.0,20.65443213,6.8,6.2710039295
ND,North Dakota,Cass,2.6,2.6,7.7,25.9,39.14153893,260.7,7.7,15.6,27.8,38.94,81.44564229,10.8,2.493051101,5.0,53755.0,20.6,1.0,12.4,24196.0,23.75739507,6.5,4.321067674
ND,North Dakota,Cavalier,2.5,2.5,7.1,20.6,55.69338261,322.2,7.4,14.7,26.8,74.92,81.13772455,10.9,3.118712274,25.0,54057.0,29.6,1.0,13.6,26568.0,17.43119266,10.1,6.2710039295
ND,North Dakota,Dickey,2.5,2.5,7.4,20.7,64.41589936,271.8,7.5,16.1,27.8,49.16,61.75663312,11.3,2.172226532,13.0,51817.0,26.4,1.0,15.7,22667.0,21.60194175,9.1,6.2710039295
ND,North Dakota,Divide,2.5,2.5,7.4,21.7,85.24509784011904,248.6,7.5,16.4,30.1,50.72,70.2020202,12.3,1.542699725,60.0,67344.0,35.5,3.0,12.0,22073.0,28.07017544,9.6,6.2710039295
ND,North Dakota,Dunn,2.6,2.6,7.6,22.7,121.70600060000001,409.0,7.9,19.6,28.4,64.24,60.17505471,12.6,1.2716763009999998,92.0,72018.0,36.4,4.0,12.9,25855.0,23.182079358,8.6,6.2710039295
ND,North Dakota,Eddy,2.9,3.0,8.7,18.7,125.73344509999998,478.0,9.2,18.7,28.2,71.12,71.77777778,14.1,5.928853755,60.0,47596.0,29.0,3.0,13.9,18635.0,27.09497207,11.5,6.2710039295
ND,North Dakota,Emmons,2.7,2.8,8.0,18.4,68.02335469,305.5,8.3,15.8,28.5,58.84,72.44094488,12.9,5.92401803,47.0,44282.0,36.8,2.0,19.4,17444.0,25.0877193,11.1,6.2710039295
ND,North Dakota,Foster,2.5,2.5,7.5,21.3,59.66231132,287.3,7.6,15.7,27.9,64.1,73.64568082,11.2,3.178484108,9.0,54593.0,33.7,1.0,9.8,23600.0,19.47626841,9.5,6.2710039295
ND,North Dakota,Golden Valley,2.7,2.8,8.2,20.3,85.24509784011904,402.4,8.6,17.7,26.5,52.6,66.20498615,13.0,2.1829521830000003,60.0,53420.0,32.5,3.0,15.4,17860.0,28.25396825,9.8,6.2710039295
ND,North Dakota,Grand Forks,2.7,2.9,8.2,24.6,46.63901993,318.4,8.7,18.7,31.2,44.95,75.14821537,13.2,2.8592826380000003,21.0,50435.0,22.1,1.0,16.8,18856.0,25.68796776,7.0,8.220940185
ND,North Dakota,Grant,2.7,2.9,8.1,19.0,101.35135140000001,254.6,8.5,16.9,29.4,82.05,71.57894737,13.2,2.957198444,60.0,39679.0,32.3,3.0,23.8,17283.0,28.68852459,11.4,6.2710039295
ND,North Dakota,Griggs,2.4,2.3,7.0,20.5,85.24509784011904,355.3,7.0,13.7,25.9,116.2825,65.32258065,10.2,2.4680851059999998,60.0,51192.0,30.4,3.0,11.2,23860.0,31.42857143,10.0,6.2710039295
ND,North Dakota,Hettinger,2.6,2.5,7.5,21.2,85.24509784011904,256.0,7.5,17.3,28.3,102.43,61.43667297,11.8,2.28956229,60.0,50038.0,30.1,3.0,14.5,25972.0,19.1011236,9.2,6.2710039295
ND,North Dakota,Kidder,2.6,2.5,7.5,20.1,85.24509784011904,262.3,7.7,16.6,29.5,43.92,69.82248521,11.5,4.319478403,60.0,46923.0,28.9,3.0,17.9,23175.0,29.42643392,9.7,6.2710039295
ND,North Dakota,LaMoure,2.5,2.6,7.4,20.3,62.90525501,298.0,7.6,16.0,26.6,49.72,74.96740548,11.2,2.613789996,54.0,53721.0,28.7,3.0,12.2,21185.0,25.58782849,10.0,6.2710039295
ND,North Dakota,Logan,2.6,2.6,7.6,19.2,85.24509784011904,311.9,7.8,15.6,27.8,71.5,69.15584416,11.5,3.215077605,60.0,44696.0,29.3,3.0,17.9,21143.0,25.94594595,10.5,6.2710039295
ND,North Dakota,McHenry,2.6,2.8,7.9,22.8,78.6163522,390.6,8.3,17.2,29.5,61.7,63.46922462,12.8,4.519774011,88.0,48887.0,28.8,4.0,15.8,22090.0,26.35574837,9.4,6.2710039295
ND,North Dakota,McIntosh,2.7,2.8,8.1,17.9,129.2824822,215.0,8.5,15.3,26.8,56.24,69.0,12.9,3.157894737,60.0,40258.0,32.3,3.0,18.3,17450.0,26.44836272,11.3,6.2710039295
ND,North Dakota,McKenzie,2.8,2.9,8.2,24.5,133.07477910374996,481.6,8.7,21.1,31.2,47.9,66.34214186,13.1,1.456736035,94.0,73077.0,31.9,4.0,11.9,28125.0,22.80701754,8.1,6.2710039295
ND,North Dakota,McLean,2.6,2.8,7.8,20.0,76.55962901,378.1,8.0,16.6,26.9,43.39,68.23338736,11.8,4.204451773,90.0,56616.0,28.7,4.0,14.9,22492.0,17.3541963,10.5,6.2710039295
ND,North Dakota,Mercer,2.6,2.6,7.4,22.8,73.21508703,271.3,7.6,17.5,31.2,32.9,71.81616833,11.3,4.055343512,35.0,73077.0,25.6,2.0,8.8,23924.0,14.38569207,9.4,6.2710039295
ND,North Dakota,Morton,2.6,2.5,7.4,22.0,71.04974200000001,357.0,7.4,19.4,32.0,34.27,75.68616949999999,11.0,3.3620259480000003,41.0,54637.0,26.1,2.0,12.1,27143.0,26.390804600000003,7.6,6.2710039295
ND,North Dakota,Mountrail,2.8,3.1,8.3,26.200000000000003,104.0683463,418.2,9.0,21.6,32.5,54.14,66.40793446,15.6,1.30675526,86.0,66807.0,34.1,4.0,14.2,24533.0,41.37931035,9.5,6.2710039295
ND,North Dakota,Nelson,2.5,2.4,7.4,20.0,90.39256198,361.5,7.4,16.1,26.8,62.52,82.32044199,10.8,3.94218134,31.0,45040.0,27.8,2.0,16.2,19521.0,27.43362832,10.7,6.2710039295
ND,North Dakota,Oliver,2.5,2.5,7.3,21.1,85.24509784011904,290.6,7.5,16.0,28.0,62.461500000000015,72.54335259999999,11.2,6.202393906,60.0,62010.0,27.8,3.0,20.8,24500.0,22.0,9.5,6.2710039295
ND,North Dakota,Pembina,2.5,2.4,7.3,20.2,92.86065439,291.6,7.4,16.2,29.0,77.74,60.60402685,10.8,5.867630701,27.0,56298.0,28.6,2.0,11.3,24087.0,24.024822699999998,9.5,6.2710039295
ND,North Dakota,Pierce,2.7,2.6,7.9,20.3,100.14110790000001,325.4,8.0,17.1,27.3,75.37,59.20177384,12.3,4.422332781000001,39.0,39572.0,28.3,2.0,14.6,18292.0,21.70940171,10.0,6.2710039295
ND,North Dakota,Ramsey,2.7,2.7,8.0,21.9,52.3368399,313.1,8.2,18.7,30.2,57.25,72.07532051,12.3,3.662364841,17.0,51097.0,24.0,1.0,18.2,19437.0,33.29652126,9.2,6.2710039295
ND,North Dakota,Ransom,2.5,2.6,7.5,20.4,73.15021396,353.6,7.7,17.7,28.0,81.7,63.80952381,11.8,3.005565863,45.0,56270.0,30.3,2.0,11.7,24000.0,20.69317023,9.3,6.2710039295
ND,North Dakota,Renville,2.4,2.4,7.1,22.3,79.6241739,365.0,7.3,15.6,28.7,50.75,73.44322344,10.6,2.724014337,60.0,60957.0,31.2,3.0,10.0,27119.0,21.24183007,8.8,6.2710039295
ND,North Dakota,Richland,2.6,2.5,7.6,24.6,66.42066421,276.7,7.6,16.8,28.6,44.9,76.20192308,11.3,3.14399252,19.0,57177.0,26.2,1.0,12.3,23817.0,19.81050818,8.0,6.2710039295
ND,North Dakota,Rolette,4.5,5.1,14.6,19.5,104.3649954,606.9,17.0,28.2,41.3,116.2825,62.43042672,29.0,11.75622812,96.0,35630.0,34.1,4.0,41.1,9836.0,23.182079358,16.2,6.2710039295
ND,North Dakota,Sargent,2.4,2.4,7.1,21.5,85.24509784011904,287.9,7.2,15.4,27.4,71.19,78.38509317,10.3,2.356746765,7.0,58467.0,33.0,1.0,9.8,26070.0,17.8396072,9.1,6.2710039295
ND,North Dakota,Sheridan,2.6,2.6,7.7,18.5,85.24509784011904,346.5704081632653,7.8,15.8,27.6,45.84,75.0,11.4,5.722891566,48.326530612244895,44990.0,33.0,2.4285714285714284,26.8,24500.0,44.95412844,10.9,6.2710039295
ND,North Dakota,Sioux,4.5,5.4,14.7,19.5,133.07477910374996,655.475,17.6,28.2,40.6,95.83,53.00187617,30.5,4.751299183,100.0,33950.0,31.0,4.0,42.0,13050.0,23.182079358,14.8,6.2710039295
ND,North Dakota,Slope,2.5,2.6,7.5,20.4,85.24509784011904,346.5704081632653,7.7,16.0,27.2,62.461500000000015,69.18604651,11.9,2.291666667,48.326530612244895,55664.0,28.8,2.4285714285714284,7.1,20875.0,0.0,9.9,6.2710039295
ND,North Dakota,Stark,2.3,2.3,7.0,22.8,69.45257326,257.5,7.2,17.1,28.2,39.44,72.7660179,11.5,1.6281658780000001,23.0,73077.0,26.3,1.0,8.7,27281.0,16.27071823,7.1,6.2710039295
ND,North Dakota,Steele,2.4,2.4,7.1,20.5,112.1991024,346.5704081632653,7.1,15.3,27.7,60.26,72.41379309999999,10.4,2.4,48.326530612244895,59408.0,28.5,2.4285714285714284,11.4,27333.0,18.09954751,9.6,6.2710039295
ND,North Dakota,Stutsman,2.5,2.4,7.4,21.5,65.57377049,342.1,7.4,16.7,30.3,45.06,56.9201995,11.2,2.855251962,43.0,53333.0,28.9,2.0,14.4,23557.0,26.33397313,8.2,6.2710039295
ND,North Dakota,Towner,2.6,2.6,7.7,19.8,87.86574115,359.3,7.9,15.9,27.6,75.53,73.06666667,11.7,3.859060403,33.0,51961.0,29.0,2.0,17.4,21468.0,31.69811321,10.5,6.2710039295
ND,North Dakota,Traill,2.6,2.5,7.6,22.4,39.30431365,261.6,7.7,16.7,28.7,60.64,76.63012118,11.8,2.76528777,3.0,58995.0,25.5,1.0,11.3,22448.0,20.47832586,8.6,6.2710039295
ND,North Dakota,Walsh,2.6,2.6,7.7,20.4,86.49272020000001,382.3,7.9,15.4,29.3,60.89,63.3632287,12.7,4.841312534,58.0,51754.0,31.6,3.0,13.6,20743.0,33.65276212,9.7,6.2710039295
ND,North Dakota,Ward,2.7,2.6,7.6,24.7,58.98076223,310.4,7.7,20.8,28.9,45.86,72.95909732,11.5,2.70154005,29.0,62526.0,26.5,2.0,10.6,27055.0,20.71541294,7.0,6.2710039295
ND,North Dakota,Wells,2.6,2.6,7.8,18.8,94.68352033,384.4,7.9,15.9,25.9,86.7,68.25633383,12.0,4.76864967,56.0,51470.0,33.0,3.0,13.6,20000.0,19.0990991,10.4,6.2710039295
ND,North Dakota,Williams,2.7,2.5,7.5,24.0,106.49883090000002,388.7,7.5,20.7,32.4,60.93,67.25686759999999,12.0,1.188560109,52.0,73077.0,29.9,3.0,9.0,33406.75,19.80327869,7.1,6.2710039295
OH,Ohio,Adams,4.5,4.4,14.0,15.8,111.29817340000001,489.0,13.9,23.0,35.6,109.39,38.73674912,20.0,9.100478469,98.0,34116.0,29.9,4.0,33.3,13824.0,35.64610421506025,12.9,33.10318736
OH,Ohio,Allen,3.9,3.8,12.3,16.4,49.68057093,373.4,11.8,21.2,35.4,64.91,59.61460281,15.5,5.722127071,32.0,43602.0,31.6,2.0,24.9,17693.0,42.36035225,12.0,14.26402391
OH,Ohio,Ashland,4.1,3.8,12.1,17.5,56.47547835,341.4,11.5,20.1,35.4,45.67,48.20107599,16.1,5.847884682999999,16.0,47369.0,28.6,1.0,21.0,21523.0,33.33333333,11.0,9.431589537
OH,Ohio,Ashtabula,4.2,4.0,12.6,15.9,73.91612798,424.8,12.3,22.1,38.9,86.89,47.92489699,16.8,7.040194884,80.0,39757.0,26.2,4.0,32.1,17031.0,45.52031163,12.5,25.38622129
OH,Ohio,Athens,4.4,4.7,14.2,18.7,51.99161945,410.8,14.5,22.9,35.3,66.64,69.3457539,20.5,6.830540857999999,65.0,34216.0,25.7,3.0,31.4,10649.0,44.43246158,9.0,13.42295739
OH,Ohio,Auglaize,3.9,3.4,11.1,17.8,59.68614672,315.3,10.2,19.5,35.7,53.71,65.1943128,13.8,4.252593297,15.0,52650.0,28.7,1.0,12.1,25636.0,26.75126904,10.5,8.721437293
OH,Ohio,Belmont,4.2,3.8,11.9,18.2,72.23783092,391.7,11.2,20.6,35.6,93.19,54.7627396,15.8,6.6074577979999995,49.0,41983.0,32.7,2.0,24.5,18828.0,39.36374958,11.7,16.77024288
OH,Ohio,Brown,4.1,4.0,12.1,16.8,92.41066222,470.8,11.9,20.9,35.7,71.91,42.53550075,16.3,7.191316147,94.0,46484.0,35.0,4.0,23.8,19926.0,46.53331531,11.6,34.66719396625
OH,Ohio,Butler,4.0,3.7,11.4,17.9,62.22168791,377.5,10.7,19.5,37.8,69.25,62.264996499999995,15.7,5.3811227,50.0,58558.0,25.1,2.0,20.3,24776.0,35.56993007,10.1,33.95999531
OH,Ohio,Carroll,4.0,3.8,12.1,16.0,57.88126669,345.7,11.5,20.2,34.0,50.36,43.66916813,15.4,5.987541224,40.0,46177.0,27.3,2.0,21.4,21701.0,36.21007371,12.1,11.75792778
OH,Ohio,Champaign,4.0,3.6,11.5,17.6,77.31816425,373.5,10.7,19.6,37.7,69.97,53.14188831,14.9,4.97569775,45.0,50302.0,29.3,2.0,17.7,23411.0,31.878078000000002,11.1,19.46710905
OH,Ohio,Clark,4.2,3.9,12.7,15.6,74.54499219,462.2,12.0,19.9,36.8,67.45,56.61267695,16.7,5.576555207,87.0,42029.0,28.3,4.0,27.6,18443.0,35.64610421506025,12.5,26.59010019
OH,Ohio,Clermont,3.9,3.5,11.0,18.8,65.10016456,372.8,10.3,18.6,36.2,66.21,61.91414413,14.2,5.321673832,52.0,62158.0,26.1,3.0,15.4,25841.0,33.6022971,10.0,34.66719396625
OH,Ohio,Clinton,4.2,3.9,12.3,17.5,75.160787,471.9,11.6,20.4,36.3,72.53,54.28309198,16.0,7.6111440429999995,93.0,49453.0,33.5,4.0,20.4,18557.0,40.69738788,11.0,34.21768816
OH,Ohio,Columbiana,4.1,3.9,12.2,16.4,72.23397087,400.8,11.7,20.9,36.8,78.72,49.19573682,15.9,6.3938618929999995,73.0,42645.0,30.9,3.0,23.5,19040.0,39.14704409,12.1,21.69224675
OH,Ohio,Coshocton,4.2,3.7,12.7,16.1,65.12077190000001,419.3,11.8,20.8,35.5,100.0,41.65100986,16.8,7.286898429,71.0,41547.0,28.4,3.0,27.4,18286.0,47.08132045,12.2,18.807802040929054
OH,Ohio,Crawford,4.0,3.8,12.3,15.4,67.81975631,398.5,11.6,18.1,33.8,60.28,53.42451666,15.3,6.516593645,54.0,39881.0,31.4,3.0,24.7,19192.0,41.55222959,12.2,14.04746482
OH,Ohio,Cuyahoga,4.0,3.9,12.3,18.2,59.0845385,388.6,12.0,18.3,37.6,64.73,68.38777863,16.5,6.3940712170000005,62.0,44138.0,25.6,3.0,30.0,16836.0,28.941082799999997,13.0,21.48838479
